factory_id,hub_id,country_code,category_id,manufacturing_cost,transport_cost,hub_handling_cost,last_mile_cost,tariff_pct,tariff_amount,total_landed_cost,transit_days,max_lead_time_days,is_lead_time_feasible,is_geopolitically_restricted
F_CN_02,H_BR_01,CA,CAT06,133.93,343.64,2.84,8.58,0.28,37.5,526.49,92,37,0,1
F_CN_02,H_BR_01,MX,CAT06,133.93,343.64,2.84,6.78,0.1,13.39,500.58,84,50,0,0
F_CN_02,H_BR_01,BR,CAT06,133.93,343.64,2.84,1.47,0.12,16.07,497.95,59,54,0,0
F_CN_02,H_BR_01,AR,CAT06,133.93,343.64,2.84,7.64,0.12,16.07,504.12,65,54,0,0
F_CN_02,H_BR_01,DE,CAT06,133.93,343.64,2.84,7.16,0.28,37.5,525.07,91,38,0,0
F_CN_02,H_BR_01,GB,CAT06,133.93,343.64,2.84,7.77,0.25,33.48,521.66,89,36,0,0
F_CN_02,H_BR_01,FR,CAT06,133.93,343.64,2.84,7.14,0.28,37.5,525.05,88,40,0,0
F_CN_02,H_BR_01,AE,CAT06,133.93,343.64,2.84,9.55,0.05,6.7,496.66,97,51,0,0
F_CN_02,H_BR_01,SA,CAT06,133.93,343.64,2.84,7.94,0.05,6.7,495.05,94,52,0,0
F_CN_02,H_BR_01,ZA,CAT06,133.93,343.64,2.84,4.86,0.08,10.71,495.98,80,50,0,0
F_CN_02,H_BR_01,CN,CAT06,133.93,343.64,2.84,12.62,0.0,0.0,493.03,113,53,0,0
F_CN_02,H_BR_01,JP,CAT06,133.93,343.64,2.84,13.96,0.15,20.09,514.46,118,40,0,0
F_CN_02,H_BR_01,KR,CAT06,133.93,343.64,2.84,14.51,0.05,6.7,501.62,118,36,0,0
F_CN_02,H_BR_01,IN,CAT06,133.93,343.64,2.84,11.93,0.18,24.11,516.45,105,50,0,1
F_CN_02,H_BR_01,VN,CAT06,133.93,343.64,2.84,14.3,0.08,10.71,505.42,114,50,0,0
F_CN_02,H_BR_01,AU,CAT06,133.93,343.64,2.84,11.36,0.32,42.86,534.63,105,36,0,1
F_CN_02,H_DE_01,US,CAT06,133.93,187.77,4.56,6.09,0.3,40.18,372.53,56,39,0,1
F_CN_02,H_DE_01,CA,CAT06,133.93,187.77,4.56,4.96,0.28,37.5,368.72,53,37,0,1
F_CN_02,H_DE_01,MX,CAT06,133.93,187.77,4.56,7.72,0.1,13.39,347.37,62,50,0,0
F_CN_02,H_DE_01,BR,CAT06,133.93,187.77,4.56,7.01,0.12,16.07,349.34,61,54,0,0
F_CN_02,H_DE_01,AR,CAT06,133.93,187.77,4.56,8.34,0.12,16.07,350.67,70,54,0,0
F_CN_02,H_DE_01,DE,CAT06,133.93,187.77,4.56,1.13,0.28,37.5,364.89,32,38,1,0
F_CN_02,H_DE_01,GB,CAT06,133.93,187.77,4.56,4.84,0.25,33.48,364.58,34,36,1,0
F_CN_02,H_DE_01,FR,CAT06,133.93,187.77,4.56,3.35,0.28,37.5,367.11,33,40,1,0
F_CN_02,H_DE_01,AE,CAT06,133.93,187.77,4.56,5.11,0.05,6.7,338.07,47,51,1,0
F_CN_02,H_DE_01,SA,CAT06,133.93,187.77,4.56,5.1,0.05,6.7,338.06,45,52,1,0
F_CN_02,H_DE_01,ZA,CAT06,133.93,187.77,4.56,7.7,0.08,10.71,344.67,61,50,0,0
F_CN_02,H_DE_01,CN,CAT06,133.93,187.77,4.56,6.17,0.0,0.0,332.43,55,53,0,0
F_CN_02,H_DE_01,JP,CAT06,133.93,187.77,4.56,7.71,0.15,20.09,354.06,61,40,0,0
F_CN_02,H_DE_01,KR,CAT06,133.93,187.77,4.56,6.61,0.05,6.7,339.57,59,36,0,0
F_CN_02,H_DE_01,IN,CAT06,133.93,187.77,4.56,5.97,0.18,24.11,356.34,53,50,0,1
F_CN_02,H_DE_01,VN,CAT06,133.93,187.77,4.56,7.7,0.08,10.71,344.67,62,50,0,0
F_CN_02,H_DE_01,AU,CAT06,133.93,187.77,4.56,11.45,0.32,42.86,380.57,78,36,0,1
F_CN_02,H_GB_01,US,CAT06,133.93,184.2,3.22,5.99,0.3,40.18,367.52,54,39,0,1
F_CN_02,H_GB_01,CA,CAT06,133.93,184.2,3.22,4.81,0.28,37.5,363.66,51,37,0,1
F_CN_02,H_GB_01,MX,CAT06,133.93,184.2,3.22,7.05,0.1,13.39,341.79,60,50,0,0
F_CN_02,H_GB_01,BR,CAT06,133.93,184.2,3.22,7.58,0.12,16.07,345.0,60,54,0,0
F_CN_02,H_GB_01,AR,CAT06,133.93,184.2,3.22,10.48,0.12,16.07,347.9,69,54,0,0
F_CN_02,H_GB_01,DE,CAT06,133.93,184.2,3.22,7.53,0.28,37.5,366.38,33,38,1,0
F_CN_02,H_GB_01,GB,CAT06,133.93,184.2,3.22,1.26,0.25,33.48,356.09,32,36,1,0
F_CN_02,H_GB_01,FR,CAT06,133.93,184.2,3.22,5.12,0.28,37.5,363.97,33,40,1,0
F_CN_02,H_GB_01,AE,CAT06,133.93,184.2,3.22,5.45,0.05,6.7,333.5,49,51,1,0
F_CN_02,H_GB_01,SA,CAT06,133.93,184.2,3.22,4.72,0.05,6.7,332.77,47,52,1,0
F_CN_02,H_GB_01,ZA,CAT06,133.93,184.2,3.22,8.28,0.08,10.71,340.34,62,50,0,0
F_CN_02,H_GB_01,CN,CAT06,133.93,184.2,3.22,6.26,0.0,0.0,327.61,56,53,0,0
F_CN_02,H_GB_01,JP,CAT06,133.93,184.2,3.22,6.69,0.15,20.09,348.13,62,40,0,0
F_CN_02,H_GB_01,KR,CAT06,133.93,184.2,3.22,6.31,0.05,6.7,334.36,60,36,0,0
F_CN_02,H_GB_01,IN,CAT06,133.93,184.2,3.22,6.6,0.18,24.11,352.06,55,50,0,1
F_CN_02,H_GB_01,VN,CAT06,133.93,184.2,3.22,6.94,0.08,10.71,339.0,64,50,0,0
F_CN_02,H_GB_01,AU,CAT06,133.93,184.2,3.22,11.34,0.32,42.86,375.55,80,36,0,1
F_CN_02,H_AE_01,US,CAT06,133.93,135.3,2.99,9.47,0.3,40.18,321.87,57,39,0,1
F_CN_02,H_AE_01,CA,CAT06,133.93,135.3,2.99,7.8,0.28,37.5,317.52,52,37,0,1
F_CN_02,H_AE_01,MX,CAT06,133.93,135.3,2.99,10.64,0.1,13.39,296.25,63,50,0,0
F_CN_02,H_AE_01,BR,CAT06,133.93,135.3,2.99,10.63,0.12,16.07,298.92,57,54,0,0
F_CN_02,H_AE_01,AR,CAT06,133.93,135.3,2.99,9.68,0.12,16.07,297.97,63,54,0,0
F_CN_02,H_AE_01,DE,CAT06,133.93,135.3,2.99,5.49,0.28,37.5,315.21,32,38,1,0
F_CN_02,H_AE_01,GB,CAT06,133.93,135.3,2.99,5.53,0.25,33.48,311.23,36,36,1,0
F_CN_02,H_AE_01,FR,CAT06,133.93,135.3,2.99,4.81,0.28,37.5,314.53,34,40,1,0
F_CN_02,H_AE_01,AE,CAT06,133.93,135.3,2.99,0.73,0.05,6.7,279.65,18,51,1,0
F_CN_02,H_AE_01,SA,CAT06,133.93,135.3,2.99,5.61,0.05,6.7,284.53,20,52,1,0
F_CN_02,H_AE_01,ZA,CAT06,133.93,135.3,2.99,2.72,0.08,10.71,285.65,40,50,1,0
F_CN_02,H_AE_01,CN,CAT06,133.93,135.3,2.99,4.8,0.0,0.0,277.02,33,53,1,0
F_CN_02,H_AE_01,JP,CAT06,133.93,135.3,2.99,7.09,0.15,20.09,299.4,42,40,0,0
F_CN_02,H_AE_01,KR,CAT06,133.93,135.3,2.99,6.33,0.05,6.7,285.25,39,36,0,0
F_CN_02,H_AE_01,IN,CAT06,133.93,135.3,2.99,5.41,0.18,24.11,301.74,25,50,1,1
F_CN_02,H_AE_01,VN,CAT06,133.93,135.3,2.99,4.72,0.08,10.71,287.65,35,50,1,0
F_CN_02,H_AE_01,AU,CAT06,133.93,135.3,2.99,8.56,0.32,42.86,323.64,50,36,0,1
F_CN_02,H_ZA_01,US,CAT06,133.93,252.28,2.76,12.43,0.3,40.18,441.58,81,39,0,1
F_CN_02,H_ZA_01,CA,CAT06,133.93,252.28,2.76,11.67,0.28,37.5,438.14,82,37,0,1
F_CN_02,H_ZA_01,MX,CAT06,133.93,252.28,2.76,12.55,0.1,13.39,414.91,82,50,0,0
F_CN_02,H_ZA_01,BR,CAT06,133.93,252.28,2.76,5.69,0.12,16.07,410.73,60,54,0,0
F_CN_02,H_ZA_01,AR,CAT06,133.93,252.28,2.76,6.11,0.12,16.07,411.15,60,54,0,0
F_CN_02,H_ZA_01,DE,CAT06,133.93,252.28,2.76,7.07,0.28,37.5,433.54,62,38,0,0
F_CN_02,H_ZA_01,GB,CAT06,133.93,252.28,2.76,6.87,0.25,33.48,429.32,64,36,0,0
F_CN_02,H_ZA_01,FR,CAT06,133.93,252.28,2.76,6.09,0.28,37.5,432.56,61,40,0,0
F_CN_02,H_ZA_01,AE,CAT06,133.93,252.28,2.76,7.02,0.05,6.7,402.69,53,51,0,0
F_CN_02,H_ZA_01,SA,CAT06,133.93,252.28,2.76,7.93,0.05,6.7,403.6,52,52,1,0
F_CN_02,H_ZA_01,ZA,CAT06,133.93,252.28,2.76,1.33,0.08,10.71,401.01,34,50,1,0
F_CN_02,H_ZA_01,CN,CAT06,133.93,252.28,2.76,9.3,0.0,0.0,398.27,67,53,0,0
F_CN_02,H_ZA_01,JP,CAT06,133.93,252.28,2.76,12.32,0.15,20.09,421.38,77,40,0,0
F_CN_02,H_ZA_01,KR,CAT06,133.93,252.28,2.76,8.93,0.05,6.7,404.6,74,36,0,0
F_CN_02,H_ZA_01,IN,CAT06,133.93,252.28,2.76,5.96,0.18,24.11,419.04,58,50,0,1
F_CN_02,H_ZA_01,VN,CAT06,133.93,252.28,2.76,7.55,0.08,10.71,407.23,65,50,0,0
F_CN_02,H_ZA_01,AU,CAT06,133.93,252.28,2.76,7.14,0.32,42.86,438.97,66,36,0,1
F_CN_02,H_CN_01,US,CAT06,133.93,23.48,1.57,9.9,0.3,40.18,209.06,41,39,0,1
F_CN_02,H_CN_01,CA,CAT06,133.93,23.48,1.57,7.29,0.28,37.5,203.77,34,37,1,1
F_CN_02,H_CN_01,MX,CAT06,133.93,23.48,1.57,9.77,0.1,13.39,182.14,44,50,1,0
F_CN_02,H_CN_01,BR,CAT06,133.93,23.48,1.57,12.9,0.12,16.07,187.95,63,54,0,0
F_CN_02,H_CN_01,AR,CAT06,133.93,23.48,1.57,13.56,0.12,16.07,188.61,66,54,0,0
F_CN_02,H_CN_01,DE,CAT06,133.93,23.48,1.57,7.76,0.28,37.5,204.24,32,38,1,0
F_CN_02,H_CN_01,GB,CAT06,133.93,23.48,1.57,6.26,0.25,33.48,198.72,33,36,1,0
F_CN_02,H_CN_01,FR,CAT06,133.93,23.48,1.57,6.96,0.28,37.5,203.44,35,40,1,0
F_CN_02,H_CN_01,AE,CAT06,133.93,23.48,1.57,4.98,0.05,6.7,170.66,26,51,1,0
F_CN_02,H_CN_01,SA,CAT06,133.93,23.48,1.57,5.92,0.05,6.7,171.6,28,52,1,0
F_CN_02,H_CN_01,ZA,CAT06,133.93,23.48,1.57,10.21,0.08,10.71,179.9,44,50,1,0
F_CN_02,H_CN_01,CN,CAT06,133.93,23.48,1.57,1.24,0.0,0.0,160.22,5,53,1,0
F_CN_02,H_CN_01,JP,CAT06,133.93,23.48,1.57,2.5,0.15,20.09,181.57,9,40,1,1
F_CN_02,H_CN_01,KR,CAT06,133.93,23.48,1.57,3.46,0.05,6.7,169.14,7,36,1,0
F_CN_02,H_CN_01,IN,CAT06,133.93,23.48,1.57,5.52,0.18,24.11,188.61,18,50,1,1
F_CN_02,H_CN_01,VN,CAT06,133.93,23.48,1.57,5.21,0.08,10.71,174.9,12,50,1,0
F_CN_02,H_CN_01,AU,CAT06,133.93,23.48,1.57,5.36,0.32,42.86,207.2,25,36,1,1
F_CN_02,H_JP_01,US,CAT06,133.93,67.38,4.67,8.5,0.3,40.18,254.66,42,39,0,1
F_CN_02,H_JP_01,CA,CAT06,133.93,67.38,4.67,6.96,0.28,37.5,250.44,35,37,1,1
F_CN_02,H_JP_01,MX,CAT06,133.93,67.38,4.67,7.44,0.1,13.39,226.81,44,50,1,0
F_CN_02,H_JP_01,BR,CAT06,133.93,67.38,4.67,13.34,0.12,16.07,235.39,65,54,0,0
F_CN_02,H_JP_01,AR,CAT06,133.93,67.38,4.67,14.51,0.12,16.07,236.56,67,54,0,0
F_CN_02,H_JP_01,DE,CAT06,133.93,67.38,4.67,6.98,0.28,37.5,250.46,39,38,0,0
F_CN_02,H_JP_01,GB,CAT06,133.93,67.38,4.67,8.21,0.25,33.48,247.67,39,36,0,0
F_CN_02,H_JP_01,FR,CAT06,133.93,67.38,4.67,7.93,0.28,37.5,251.41,41,40,0,0
F_CN_02,H_JP_01,AE,CAT06,133.93,67.38,4.67,7.05,0.05,6.7,219.73,36,51,1,0
F_CN_02,H_JP_01,SA,CAT06,133.93,67.38,4.67,7.85,0.05,6.7,220.53,38,52,1,0
F_CN_02,H_JP_01,ZA,CAT06,133.93,67.38,4.67,11.38,0.08,10.71,228.07,55,50,0,0
F_CN_02,H_JP_01,CN,CAT06,133.93,67.38,4.67,7.46,0.0,0.0,213.44,19,53,1,0
F_CN_02,H_JP_01,JP,CAT06,133.93,67.38,4.67,1.38,0.15,20.09,227.45,10,40,1,0
F_CN_02,H_JP_01,KR,CAT06,133.93,67.38,4.67,7.1,0.05,6.7,219.78,12,36,1,0
F_CN_02,H_JP_01,IN,CAT06,133.93,67.38,4.67,4.76,0.18,24.11,234.85,29,50,1,1
F_CN_02,H_JP_01,VN,CAT06,133.93,67.38,4.67,5.0,0.08,10.71,221.69,22,50,1,0
F_CN_02,H_JP_01,AU,CAT06,133.93,67.38,4.67,5.5,0.32,42.86,254.34,31,36,1,1
F_CN_02,H_KR_01,US,CAT06,133.93,47.85,3.21,7.58,0.3,40.18,232.75,42,39,0,1
F_CN_02,H_KR_01,CA,CAT06,133.93,47.85,3.21,6.67,0.28,37.5,229.16,35,37,1,1
F_CN_02,H_KR_01,MX,CAT06,133.93,47.85,3.21,10.36,0.1,13.39,208.74,44,50,1,0
F_CN_02,H_KR_01,BR,CAT06,133.93,47.85,3.21,14.7,0.12,16.07,215.76,64,54,0,0
F_CN_02,H_KR_01,AR,CAT06,133.93,47.85,3.21,13.55,0.12,16.07,214.61,68,54,0,0
F_CN_02,H_KR_01,DE,CAT06,133.93,47.85,3.21,6.63,0.28,37.5,229.12,35,38,1,0
F_CN_02,H_KR_01,GB,CAT06,133.93,47.85,3.21,6.52,0.25,33.48,224.99,36,36,1,0
F_CN_02,H_KR_01,FR,CAT06,133.93,47.85,3.21,6.53,0.28,37.5,229.02,38,40,1,0
F_CN_02,H_KR_01,AE,CAT06,133.93,47.85,3.21,6.54,0.05,6.7,198.23,31,51,1,0
F_CN_02,H_KR_01,SA,CAT06,133.93,47.85,3.21,6.29,0.05,6.7,197.98,33,52,1,0
F_CN_02,H_KR_01,ZA,CAT06,133.93,47.85,3.21,10.0,0.08,10.71,205.7,50,50,1,0
F_CN_02,H_KR_01,CN,CAT06,133.93,47.85,3.21,5.59,0.0,0.0,190.58,14,53,1,0
F_CN_02,H_KR_01,JP,CAT06,133.93,47.85,3.21,2.04,0.15,20.09,207.12,10,40,1,0
F_CN_02,H_KR_01,KR,CAT06,133.93,47.85,3.21,0.92,0.05,6.7,192.61,8,36,1,0
F_CN_02,H_KR_01,IN,CAT06,133.93,47.85,3.21,5.3,0.18,24.11,214.4,24,50,1,1
F_CN_02,H_KR_01,VN,CAT06,133.93,47.85,3.21,5.2,0.08,10.71,200.9,17,50,1,0
F_CN_02,H_KR_01,AU,CAT06,133.93,47.85,3.21,6.17,0.32,42.86,234.02,29,36,1,1
F_CN_02,H_IN_01,US,CAT06,133.93,100.48,3.0,11.32,0.3,40.18,288.91,57,39,0,1
F_CN_02,H_IN_01,CA,CAT06,133.93,100.48,3.0,9.26,0.28,37.5,284.17,51,37,0,1
F_CN_02,H_IN_01,MX,CAT06,133.93,100.48,3.0,13.15,0.1,13.39,263.95,63,50,0,0
F_CN_02,H_IN_01,BR,CAT06,133.93,100.48,3.0,12.68,0.12,16.07,266.16,59,54,0,0
F_CN_02,H_IN_01,AR,CAT06,133.93,100.48,3.0,13.07,0.12,16.07,266.55,63,54,0,0
F_CN_02,H_IN_01,DE,CAT06,133.93,100.48,3.0,5.88,0.28,37.5,280.79,34,38,1,0
F_CN_02,H_IN_01,GB,CAT06,133.93,100.48,3.0,6.43,0.25,33.48,277.32,37,36,0,0
F_CN_02,H_IN_01,FR,CAT06,133.93,100.48,3.0,6.23,0.28,37.5,281.14,36,40,1,0
F_CN_02,H_IN_01,AE,CAT06,133.93,100.48,3.0,4.42,0.05,6.7,248.53,20,51,1,0
F_CN_02,H_IN_01,SA,CAT06,133.93,100.48,3.0,5.35,0.05,6.7,249.46,22,52,1,0
F_CN_02,H_IN_01,ZA,CAT06,133.93,100.48,3.0,6.03,0.08,10.71,254.15,38,50,1,0
F_CN_02,H_IN_01,CN,CAT06,133.93,100.48,3.0,5.08,0.0,0.0,242.49,25,53,1,0
F_CN_02,H_IN_01,JP,CAT06,133.93,100.48,3.0,5.52,0.15,20.09,263.02,34,40,1,0
F_CN_02,H_IN_01,KR,CAT06,133.93,100.48,3.0,5.7,0.05,6.7,249.81,31,36,1,0
F_CN_02,H_IN_01,IN,CAT06,133.93,100.48,3.0,1.98,0.18,24.11,263.5,14,50,1,1
F_CN_02,H_IN_01,VN,CAT06,133.93,100.48,3.0,3.73,0.08,10.71,251.85,25,50,1,0
F_CN_02,H_IN_01,AU,CAT06,133.93,100.48,3.0,6.4,0.32,42.86,286.67,40,36,0,1
F_CN_02,H_VN_01,US,CAT06,133.93,35.2,2.33,12.21,0.3,40.18,223.85,51,39,0,1
F_CN_02,H_VN_01,CA,CAT06,133.93,35.2,2.33,9.14,0.28,37.5,218.1,44,37,0,1
F_CN_02,H_VN_01,MX,CAT06,133.93,35.2,2.33,10.68,0.1,13.39,195.53,54,50,0,0
F_CN_02,H_VN_01,BR,CAT06,133.93,35.2,2.33,12.18,0.12,16.07,199.71,62,54,0,0
F_CN_02,H_VN_01,AR,CAT06,133.93,35.2,2.33,14.56,0.12,16.07,202.09,60,54,0,0
F_CN_02,H_VN_01,DE,CAT06,133.93,35.2,2.33,7.57,0.28,37.5,216.53,36,38,1,0
F_CN_02,H_VN_01,GB,CAT06,133.93,35.2,2.33,9.39,0.25,33.48,214.33,38,36,0,0
F_CN_02,H_VN_01,FR,CAT06,133.93,35.2,2.33,8.09,0.28,37.5,217.05,38,40,1,0
F_CN_02,H_VN_01,AE,CAT06,133.93,35.2,2.33,5.72,0.05,6.7,183.88,24,51,1,0
F_CN_02,H_VN_01,SA,CAT06,133.93,35.2,2.33,5.17,0.05,6.7,183.33,27,52,1,0
F_CN_02,H_VN_01,ZA,CAT06,133.93,35.2,2.33,8.73,0.08,10.71,190.9,38,50,1,0
F_CN_02,H_VN_01,CN,CAT06,133.93,35.2,2.33,4.38,0.0,0.0,175.84,14,53,1,0
F_CN_02,H_VN_01,JP,CAT06,133.93,35.2,2.33,5.08,0.15,20.09,196.63,19,40,1,0
F_CN_02,H_VN_01,KR,CAT06,133.93,35.2,2.33,5.45,0.05,6.7,183.61,16,36,1,0
F_CN_02,H_VN_01,IN,CAT06,133.93,35.2,2.33,7.55,0.18,24.11,203.12,15,50,1,1
F_CN_02,H_VN_01,VN,CAT06,133.93,35.2,2.33,1.73,0.08,10.71,183.9,6,50,1,0
F_CN_02,H_VN_01,AU,CAT06,133.93,35.2,2.33,2.22,0.32,42.86,216.54,21,36,1,1
F_CN_02,H_AU_01,US,CAT06,133.93,166.43,4.3,10.83,0.3,40.18,355.67,72,39,0,1
F_CN_02,H_AU_01,CA,CAT06,133.93,166.43,4.3,9.55,0.28,37.5,351.71,71,37,0,1
F_CN_02,H_AU_01,MX,CAT06,133.93,166.43,4.3,9.1,0.1,13.39,327.15,68,50,0,0
F_CN_02,H_AU_01,BR,CAT06,133.93,166.43,4.3,11.9,0.12,16.07,332.63,72,54,0,0
F_CN_02,H_AU_01,AR,CAT06,133.93,166.43,4.3,9.54,0.12,16.07,330.27,62,54,0,0
F_CN_02,H_AU_01,DE,CAT06,133.93,166.43,4.3,14.14,0.28,37.5,356.3,79,38,0,0
F_CN_02,H_AU_01,GB,CAT06,133.93,166.43,4.3,15.03,0.25,33.48,353.17,81,36,0,0
F_CN_02,H_AU_01,FR,CAT06,133.93,166.43,4.3,14.63,0.28,37.5,356.79,81,40,0,0
F_CN_02,H_AU_01,AE,CAT06,133.93,166.43,4.3,10.53,0.05,6.7,321.89,65,51,0,0
F_CN_02,H_AU_01,SA,CAT06,133.93,166.43,4.3,8.91,0.05,6.7,320.27,68,52,0,0
F_CN_02,H_AU_01,ZA,CAT06,133.93,166.43,4.3,8.12,0.08,10.71,323.49,62,50,0,0
F_CN_02,H_AU_01,CN,CAT06,133.93,166.43,4.3,7.6,0.0,0.0,312.26,56,53,0,0
F_CN_02,H_AU_01,JP,CAT06,133.93,166.43,4.3,7.0,0.15,20.09,331.75,52,40,0,0
F_CN_02,H_AU_01,KR,CAT06,133.93,166.43,4.3,5.54,0.05,6.7,316.9,52,36,0,0
F_CN_02,H_AU_01,IN,CAT06,133.93,166.43,4.3,5.09,0.18,24.11,333.86,58,50,0,1
F_CN_02,H_AU_01,VN,CAT06,133.93,166.43,4.3,6.06,0.08,10.71,321.43,49,50,1,0
F_CN_02,H_AU_01,AU,CAT06,133.93,166.43,4.3,0.54,0.32,42.86,348.06,27,36,1,1
F_CN_02,H_US_01,US,CAT07,21.94,36.16,3.92,0.64,0.3,6.58,69.24,47,52,1,1
F_CN_02,H_US_01,CA,CAT07,21.94,36.16,3.92,7.38,0.28,6.14,75.54,56,54,0,1
F_CN_02,H_US_01,MX,CAT07,21.94,36.16,3.92,2.17,0.1,2.19,66.38,49,68,1,0
F_CN_02,H_US_01,BR,CAT07,21.94,36.16,3.92,4.98,0.12,2.63,69.63,68,68,1,0
F_CN_02,H_US_01,AR,CAT07,21.94,36.16,3.92,5.9,0.12,2.63,70.55,73,69,0,0
F_CN_02,H_US_01,DE,CAT07,21.94,36.16,3.92,7.34,0.28,6.14,75.5,74,52,0,0
F_CN_02,H_US_01,GB,CAT07,21.94,36.16,3.92,5.41,0.25,5.49,72.92,70,52,0,0
F_CN_02,H_US_01,FR,CAT07,21.94,36.16,3.92,7.37,0.28,6.14,75.53,73,55,0,0
F_CN_02,H_US_01,AE,CAT07,21.94,36.16,3.92,11.1,0.05,1.1,74.22,89,67,0,0
F_CN_02,H_US_01,SA,CAT07,21.94,36.16,3.92,8.75,0.05,1.1,71.87,87,68,0,0
F_CN_02,H_US_01,ZA,CAT07,21.94,36.16,3.92,9.65,0.08,1.76,73.43,92,66,0,0
F_CN_02,H_US_01,CN,CAT07,21.94,36.16,3.92,8.61,0.0,0.0,70.63,86,68,0,1
F_CN_02,H_US_01,JP,CAT07,21.94,36.16,3.92,8.91,0.15,3.29,74.22,81,54,0,0
F_CN_02,H_US_01,KR,CAT07,21.94,36.16,3.92,9.97,0.05,1.1,73.09,83,53,0,0
F_CN_02,H_US_01,IN,CAT07,21.94,36.16,3.92,10.6,0.18,3.95,76.57,93,69,0,1
F_CN_02,H_US_01,VN,CAT07,21.94,36.16,3.92,12.84,0.08,1.76,76.62,93,69,0,0
F_CN_02,H_US_01,AU,CAT07,21.94,36.16,3.92,10.53,0.32,7.02,79.57,95,54,0,1
F_CN_02,H_CA_01,US,CAT07,21.94,34.3,3.88,6.81,0.3,6.58,73.51,45,52,1,1
F_CN_02,H_CA_01,CA,CAT07,21.94,34.3,3.88,1.89,0.28,6.14,68.15,41,54,1,1
F_CN_02,H_CA_01,MX,CAT07,21.94,34.3,3.88,6.63,0.1,2.19,68.94,50,68,1,0
F_CN_02,H_CA_01,BR,CAT07,21.94,34.3,3.88,5.95,0.12,2.63,68.7,63,68,1,0
F_CN_02,H_CA_01,AR,CAT07,21.94,34.3,3.88,8.16,0.12,2.63,70.91,70,69,0,0
F_CN_02,H_CA_01,DE,CAT07,21.94,34.3,3.88,4.4,0.28,6.14,70.66,61,52,0,0
F_CN_02,H_CA_01,GB,CAT07,21.94,34.3,3.88,4.55,0.25,5.49,70.16,57,52,0,0
F_CN_02,H_CA_01,FR,CAT07,21.94,34.3,3.88,4.44,0.28,6.14,70.7,60,55,0,0
F_CN_02,H_CA_01,AE,CAT07,21.94,34.3,3.88,8.94,0.05,1.1,70.16,76,67,0,0
F_CN_02,H_CA_01,SA,CAT07,21.94,34.3,3.88,9.11,0.05,1.1,70.33,74,68,0,0
F_CN_02,H_CA_01,ZA,CAT07,21.94,34.3,3.88,10.99,0.08,1.76,72.87,83,66,0,0
F_CN_02,H_CA_01,CN,CAT07,21.94,34.3,3.88,9.87,0.0,0.0,69.99,76,68,0,0
F_CN_02,H_CA_01,JP,CAT07,21.94,34.3,3.88,7.43,0.15,3.29,70.84,74,54,0,0
F_CN_02,H_CA_01,KR,CAT07,21.94,34.3,3.88,9.21,0.05,1.1,70.43,75,53,0,0
F_CN_02,H_CA_01,IN,CAT07,21.94,34.3,3.88,9.11,0.18,3.95,73.18,81,69,0,1
F_CN_02,H_CA_01,VN,CAT07,21.94,34.3,3.88,10.1,0.08,1.76,71.98,84,69,0,0
F_CN_02,H_CA_01,AU,CAT07,21.94,34.3,3.88,13.94,0.32,7.02,81.08,93,54,0,1
F_CN_02,H_MX_01,US,CAT07,21.94,42.01,1.6,7.88,0.3,6.58,80.01,54,52,0,1
F_CN_02,H_MX_01,CA,CAT07,21.94,42.01,1.6,5.67,0.28,6.14,77.36,61,54,0,1
F_CN_02,H_MX_01,MX,CAT07,21.94,42.01,1.6,0.58,0.1,2.19,68.32,49,68,1,0
F_CN_02,H_MX_01,BR,CAT07,21.94,42.01,1.6,5.28,0.12,2.63,73.46,69,68,0,0
F_CN_02,H_MX_01,AR,CAT07,21.94,42.01,1.6,5.12,0.12,2.63,73.3,72,69,0,0
F_CN_02,H_MX_01,DE,CAT07,21.94,42.01,1.6,8.58,0.28,6.14,80.27,79,52,0,0
F_CN_02,H_MX_01,GB,CAT07,21.94,42.01,1.6,7.3,0.25,5.49,78.34,76,52,0,0
F_CN_02,H_MX_01,FR,CAT07,21.94,42.01,1.6,6.71,0.28,6.14,78.4,78,55,0,0
F_CN_02,H_MX_01,AE,CAT07,21.94,42.01,1.6,10.12,0.05,1.1,76.77,95,67,0,0
F_CN_02,H_MX_01,SA,CAT07,21.94,42.01,1.6,10.01,0.05,1.1,76.66,93,68,0,0
F_CN_02,H_MX_01,ZA,CAT07,21.94,42.01,1.6,12.91,0.08,1.76,80.22,94,66,0,0
F_CN_02,H_MX_01,CN,CAT07,21.94,42.01,1.6,10.58,0.0,0.0,76.13,92,68,0,0
F_CN_02,H_MX_01,JP,CAT07,21.94,42.01,1.6,9.88,0.15,3.29,78.72,85,54,0,0
F_CN_02,H_MX_01,KR,CAT07,21.94,42.01,1.6,10.1,0.05,1.1,76.75,87,53,0,0
F_CN_02,H_MX_01,IN,CAT07,21.94,42.01,1.6,12.72,0.18,3.95,82.22,99,69,0,1
F_CN_02,H_MX_01,VN,CAT07,21.94,42.01,1.6,10.89,0.08,1.76,78.2,98,69,0,0
F_CN_02,H_MX_01,AU,CAT07,21.94,42.01,1.6,13.21,0.32,7.02,85.78,95,54,0,1
F_CN_02,H_BR_01,US,CAT07,21.94,46.86,2.84,6.38,0.3,6.58,84.6,86,52,0,1
F_CN_02,H_BR_01,CA,CAT07,21.94,46.86,2.84,8.58,0.28,6.14,86.36,92,54,0,1
